threshold,precision,recall,tpr,fpr,specificity,f1
0.2900,0.392120,0.366504,0.366504,0.160784,0.839216,0.378880
0.3000,0.395809,0.351799,0.351799,0.151967,0.848033,0.372509
0.3100,0.399038,0.338467,0.338467,0.144250,0.855750,0.366265
0.3200,0.401897,0.324724,0.324724,0.136755,0.863245,0.359212
0.3300,0.404724,0.311498,0.311498,0.129653,0.870347,0.352044
0.3400,0.408775,0.300233,0.300233,0.122883,0.877117,0.346196
0.3500,0.412547,0.288701,0.288701,0.116336,0.883664,0.339688
0.3600,0.415656,0.276830,0.276830,0.110132,0.889868,0.332328
0.3700,0.419201,0.265868,0.265868,0.104241,0.895759,0.325375
0.3800,0.422820,0.254960,0.254960,0.098490,0.901510,0.318103
0.3900,0.426905,0.244586,0.244586,0.092917,0.907083,0.310994
0.4000,0.430774,0.234087,0.234087,0.087535,0.912465,0.303338
0.4100,0.435530,0.224872,0.224872,0.082475,0.917525,0.296603
0.4200,0.438233,0.214481,0.214481,0.077805,0.922195,0.288005
0.4300,0.440172,0.203857,0.203857,0.073371,0.926629,0.278659
0.4400,0.445214,0.194892,0.194892,0.068725,0.931275,0.271107
0.4500,0.450257,0.185944,0.185944,0.064246,0.935754,0.263195
0.4600,0.453147,0.175837,0.175837,0.060050,0.939950,0.253361
0.4700,0.455331,0.166159,0.166159,0.056246,0.943754,0.243471
0.4800,0.460350,0.157692,0.157692,0.052312,0.947688,0.234915
0.4900,0.466011,0.149564,0.149564,0.048499,0.951501,0.226450
0.5000,0.470939,0.140955,0.140955,0.044811,0.955189,0.216970
0.5100,0.474010,0.132471,0.132471,0.041598,0.958402,0.207071
0.5200,0.479141,0.125287,0.125287,0.038542,0.961458,0.198635
0.5300,0.484330,0.117623,0.117623,0.035440,0.964560,0.189278
0.5400,0.488538,0.110155,0.110155,0.032635,0.967365,0.179774
0.5500,0.493088,0.102989,0.102989,0.029962,0.970038,0.170390
0.5600,0.495232,0.095342,0.095342,0.027500,0.972500,0.159901
0.5700,0.497839,0.088302,0.088302,0.025205,0.974795,0.149998
0.5800,0.501310,0.081867,0.081867,0.023046,0.976954,0.140749
0.5900,0.502384,0.075112,0.075112,0.021054,0.978946,0.130685
0.6000,0.504930,0.069372,0.069372,0.019248,0.980752,0.121985
0.6100,0.505220,0.063829,0.063829,0.017690,0.982310,0.113339
0.6200,0.509658,0.058785,0.058785,0.016005,0.983995,0.105411
0.6300,0.511572,0.053580,0.053580,0.014476,0.985524,0.097001
0.6400,0.507945,0.048429,0.048429,0.013276,0.986724,0.088427
0.6500,0.509578,0.044097,0.044097,0.012010,0.987990,0.081171
0.6600,0.507365,0.039909,0.039909,0.010966,0.989034,0.073997
0.6700,0.505368,0.036077,0.036077,0.009992,0.990008,0.067345
0.6800,0.499311,0.032298,0.032298,0.009165,0.990835,0.060671
0.6900,0.501369,0.029375,0.029375,0.008267,0.991733,0.055498
0.7000,0.501524,0.026398,0.026398,0.007425,0.992575,0.050156
0.7100,0.495840,0.023368,0.023368,0.006724,0.993276,0.044632
0.7200,0.489505,0.020783,0.020783,0.006134,0.993866,0.039873
0.7300,0.485446,0.018430,0.018430,0.005528,0.994472,0.035513
0.7400,0.471992,0.016220,0.016220,0.005135,0.994865,0.031363
0.7500,0.466705,0.014366,0.014366,0.004646,0.995354,0.027875
0.7600,0.459389,0.012602,0.012602,0.004197,0.995803,0.024531
0.7700,0.451334,0.011158,0.011158,0.003839,0.996161,0.021778
0.7800,0.437500,0.009607,0.009607,0.003496,0.996504,0.018802
0.7900,0.424731,0.008449,0.008449,0.003238,0.996762,0.016568
0.8000,0.402041,0.007023,0.007023,0.002956,0.997044,0.013804
0.8100,0.389509,0.006221,0.006221,0.002759,0.997241,0.012246
0.8200,0.373134,0.005347,0.005347,0.002542,0.997458,0.010544
0.8300,0.362069,0.004866,0.004866,0.002426,0.997574,0.009603
0.8400,0.354559,0.004367,0.004367,0.002250,0.997750,0.008628
0.8500,0.345426,0.003904,0.003904,0.002093,0.997907,0.007720
0.8600,0.344013,0.003636,0.003636,0.001962,0.998038,0.007196
0.8700,0.337687,0.003226,0.003226,0.001791,0.998209,0.006391
0.8800,0.323293,0.002870,0.002870,0.001700,0.998300,0.005689
0.8900,0.311111,0.002495,0.002495,0.001564,0.998436,0.004951
0.9000,0.293399,0.002139,0.002139,0.001458,0.998542,0.004247
0.9100,0.282322,0.001907,0.001907,0.001372,0.998628,0.003789
0.9200,0.268571,0.001675,0.001675,0.001291,0.998709,0.003330
0.9300,0.269939,0.001569,0.001569,0.001200,0.998800,0.003119
0.9400,0.258278,0.001390,0.001390,0.001130,0.998870,0.002766
0.9500,0.253521,0.001283,0.001283,0.001069,0.998931,0.002554
0.9600,0.240310,0.001105,0.001105,0.000989,0.999011,0.002200
0.9700,0.236052,0.000980,0.000980,0.000898,0.999102,0.001953
0.9800,0.236715,0.000873,0.000873,0.000797,0.999203,0.001740
0.9900,0.226190,0.000677,0.000677,0.000656,0.999344,0.001351
1.0000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
